id,camp_id,camp_name,non_cloaked_camp_id,network_camp_id,network_zmails_url,camp_creator_email,bad_link,good_link,link_status,link_shorten_flag,country_type,country_state_id,network,redirect_count,redirect_type1,redirect_type2,base_domain_id,redirect_domain_id,entity,network_client_list,block_zeo_type,block_state_city,am,cm,traffic,paid_traffic,bs_traffic,categories,flags_ip_check,allowed_device,unique_click_status,advance_bot_prots,created_at,updated_at
1,97241,"Shopee SG",97241-3,,NULL,ravi.ranjan@3dot14.co,https://shopee.sg/shop/238878951,https://invl.io/cljqu8n,0,0,1,"["SG"]",2,2,js_redirect,js_redirect,offer.zmails.co,cucumissativas.world,"3dot14 Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-26 08:22:57","2023-09-26 08:22:57"
2,62601,"Shopee MY",62601-9,,NULL,ravi.ranjan@3dot14.co,https://shopee.com.my/,https://ir3.xyz/64f6d74506814,0,0,1,"["MY"]",2,2,js_redirect,js_redirect,offer.zmails.co,ficusbenghalensis.shop,"Pie Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,f,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-26 08:42:15","2023-09-26 10:10:01"
3,90950,"Democrata BR",90950-8,,NULL,ravi.ranjan@3dot14.co,https://www.democrata.com.br/,https://rankmediabrasil.g2afse.com/click?pid=59&offer_id=10,0,0,1,"["BR"]",2,2,js_redirect,js_redirect,offer.zmails.co,cucumissativas.world,"3dot14 Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,f,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-26 09:51:12","2023-09-26 10:12:44"
4,61889,"CycleGear US",61889-8,,NULL,ravi.ranjan@3dot14.co,https://www.cyclegear.com/,https://imp.i105279.net/k0Rnjd,0,0,1,"["US"]",2,2,js_redirect,js_redirect,flexoffer.sncoupons.com,cucumissativas.world,"3dot14 Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-27 10:21:35","2023-09-27 10:21:35"
5,4076,"Pillow Talk AU",4076-5,,NULL,ravi.ranjan@3dot14.co,https://www.pillowtalk.com.au/,https://track.flexlinkspro.com/g.ashx?foid=1.43760&trid=1259147.202757&foc=17&fot=9999&fos=1&url=https%3A%2F%2Fpillowtalk.com.au%2F,0,0,1,"["AU"]",2,2,js_redirect,js_redirect,offer.zmails.co,ficusbenghalensis.shop,"3dot14 Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-27 12:33:33","2023-09-27 12:33:33"
6,4699,"Shoe Palace US",4699-2,,NULL,ravi.ranjan@3dot14.co,https://www.lskd.co/,https://track.flexlinkspro.com/g.ashx?foid=1.42094&trid=1259147.189749&foc=17&fot=9999&fos=1&url=https%3A%2F%2Fwww.shoepalace.com%2F,0,0,1,"["US"]",2,2,js_redirect,js_redirect,offer.zmails.co,cucumissativas.world,"3dot14 Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-27 12:59:48","2023-09-27 12:59:48"
7,61620,"CompAsia MY",61620-8,,NULL,ravi.ranjan@3dot14.co,https://shop.compasia.com/,https://invle.co/cljtjjt,0,0,1,"["MY"]",2,2,js_redirect,js_redirect,premiumoffer.thetredwe.com,cucumissativas.world,"Pie Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-27 13:05:46","2023-09-27 13:05:46"
8,56905,"Media Markt PL",56905-2,,NULL,ravi.ranjan@3dot14.co,https://mediamarkt.pl/,https://clk.tradedoubler.com/click?p=229227&a=3225128,0,0,1,"["PL"]",2,2,js_redirect,js_redirect,offer.zmails.co,cucumissativas.world,"3dot14 Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-28 05:09:36","2023-09-28 05:09:36"
9,80109,"Tool Station UK",80109-7,,NULL,ravi.ranjan@3dot14.co,https://www.toolstation.com/,https://click.linksynergy.com/deeplink?id=J2uNbxwMZ1E&mid=46390&murl=https%3A%2F%2Fwww.toolstation.com%2F,0,0,1,"["GB"]",2,2,js_redirect,js_redirect,offer.zmails.co,cucumissativas.world,"3dot14 Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-28 11:50:55","2023-09-28 11:50:55"
10,6090,"Baby Bunting AU",6090-7,,NULL,ravi.ranjan@3dot14.co,https://www.babybunting.com.au/,https://click.linksynergy.com/deeplink?id=J2uNbxwMZ1E&mid=44049&murl=http%3A%2F%2Fwww.babybunting.com.au%2F,0,0,1,"["AU"]",2,2,js_redirect,js_redirect,offer.zmails.co,ficusbenghalensis.shop,"3dot14 Mobitech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"["desktop","mobile","tablet","other"]",Yes,Yes,"2023-09-29 10:46:16","2023-09-29 10:46:16"
